
1403636859951666688,0.02675,-0.05349,0.31193,-0.01718,0.80674,0.03850,0.58941,0.01373,-0.00246,0.30795,
1403636860051666432,0.02737,-0.05627,0.33661,-0.01415,0.80751,0.03623,0.58858,0.02671,-0.03902,0.07781,
1403636860151666432,0.02857,-0.06230,0.33930,-0.01426,0.81100,0.03221,0.58399,0.02744,-0.05081,-0.23492,
1403636860251666432,0.02730,-0.06774,0.30787,-0.01812,0.81681,0.03023,0.57583,-0.00372,-0.02802,-0.49609,
1403636860351666432,0.02451,-0.07157,0.25400,-0.02196,0.82729,0.02732,0.56067,-0.01616,-0.02818,-0.59064,
1403636860451666688,0.01745,-0.07548,0.19594,-0.02384,0.83985,0.02318,0.54179,-0.02849,-0.02120,-0.56906,
1403636860551666432,0.01194,-0.07699,0.14347,-0.02860,0.85109,0.02018,0.52384,-0.02602,-0.01975,-0.44611,
1403636860651666432,0.00520,-0.07856,0.10483,-0.03248,0.85739,0.02002,0.51325,-0.03592,-0.01913,-0.29592,
1403636860751666432,-0.00063,-0.07983,0.08366,-0.03200,0.85808,0.02500,0.51191,-0.02168,-0.01861,-0.08015,
1403636860851666432,-0.00285,-0.08024,0.08741,-0.02770,0.85701,0.03206,0.51356,0.00265,-0.01159,0.18155,
1403636860951666688,-0.00316,-0.08017,0.11991,-0.02697,0.85593,0.03748,0.51503,0.01847,-0.00495,0.43442,
1403636861051666432,-0.00067,-0.08063,0.17242,-0.02680,0.85119,0.03969,0.52267,0.04302,-0.00528,0.57799,
1403636861151666432,0.00404,-0.08089,0.23356,-0.02641,0.84112,0.03879,0.53881,0.05886,-0.01530,0.62151,
1403636861251666432,0.00895,-0.08191,0.29666,-0.02609,0.82765,0.03918,0.55927,0.04300,-0.01606,0.62279,
1403636861351666432,0.01188,-0.08387,0.35498,-0.02745,0.81480,0.03722,0.57790,0.02483,-0.02927,0.50952,
1403636861451666688,0.01394,-0.08625,0.39432,-0.02788,0.80533,0.03365,0.59121,0.01670,-0.02498,0.24487,
1403636861551666432,0.01532,-0.08846,0.40182,-0.02600,0.80189,0.03114,0.59609,0.01334,-0.02216,-0.10052,
1403636861651666432,0.01654,-0.09021,0.37705,-0.02696,0.80640,0.03101,0.58994,0.00421,-0.00578,-0.39799,
1403636861751666432,0.01664,-0.09119,0.33024,-0.02779,0.81344,0.03285,0.58005,-0.01741,-0.00006,-0.53609,
1403636861851666432,0.01481,-0.09041,0.27389,-0.02865,0.82028,0.03497,0.57017,-0.04399,0.02549,-0.58202,
1403636861951666688,0.01099,-0.08707,0.21574,-0.03245,0.83045,0.03560,0.55500,-0.04420,0.03713,-0.59122,
1403636862051666432,0.00679,-0.08275,0.15945,-0.03686,0.84167,0.03380,0.53768,-0.04832,0.04446,-0.52267,
1403636862151666432,0.00367,-0.07865,0.11272,-0.04087,0.84835,0.03192,0.52689,-0.02922,0.02513,-0.38456,
1403636862251666432,0.00136,-0.07739,0.08615,-0.03817,0.85224,0.03659,0.52048,-0.02055,-0.00333,-0.12900,
1403636862351666432,0.00050,-0.07751,0.08895,-0.03394,0.85613,0.04159,0.51397,0.01115,-0.00626,0.20452,
1403636862451666688,0.00111,-0.07787,0.12472,-0.03446,0.85685,0.04278,0.51263,0.02237,-0.00862,0.47942,
1403636862551666432,0.00501,-0.07963,0.18053,-0.02887,0.85259,0.04183,0.52010,0.06746,-0.03130,0.61837,
1403636862651666432,0.01141,-0.08217,0.24643,-0.01703,0.84528,0.03977,0.53258,0.06328,-0.01342,0.67601,
1403636862751666432,0.01662,-0.08171,0.31498,-0.01525,0.83824,0.03462,0.54398,0.05175,0.01070,0.67982,
1403636862851666432,0.02053,-0.08104,0.38275,-0.01672,0.83500,0.02653,0.54935,0.02352,0.01054,0.64626,
1403636862951666688,0.02073,-0.08054,0.44022,-0.02095,0.83072,0.01959,0.55595,-0.01074,0.00865,0.44638,
1403636863051666432,0.01886,-0.08124,0.46761,-0.02087,0.82437,0.02161,0.56525,-0.00952,-0.01648,0.09264,
1403636863151666432,0.01783,-0.08336,0.45908,-0.01249,0.81964,0.02715,0.57210,-0.00876,-0.00850,-0.25408,
1403636863251666432,0.01706,-0.08375,0.41831,-0.00684,0.81979,0.03137,0.57176,-0.01375,-0.00344,-0.53306,
1403636863351666432,0.01645,-0.08386,0.35833,-0.00109,0.82164,0.03338,0.56903,-0.00879,-0.01403,-0.64549,
1403636863451666688,0.01565,-0.08437,0.29209,0.00377,0.82454,0.03129,0.56493,-0.02540,0.00100,-0.69158,
1403636863551666432,0.01200,-0.08395,0.22229,-0.00416,0.83135,0.02676,0.55510,-0.06179,0.01105,-0.68339,
1403636863651666432,0.00618,-0.08423,0.15810,-0.01525,0.84008,0.02410,0.54172,-0.06616,0.00226,-0.58688,
1403636863751666432,0.00217,-0.08516,0.10864,-0.02306,0.84808,0.02021,0.52899,-0.03190,-0.01136,-0.38227,
1403636863851666432,-0.00077,-0.08683,0.08619,-0.02444,0.85531,0.01985,0.51715,-0.02598,-0.01573,-0.04808,
1403636863951666688,-0.00234,-0.08839,0.09974,-0.02683,0.85883,0.02218,0.51108,-0.00064,-0.01622,0.32695,
1403636864051666432,-0.00228,-0.08912,0.14693,-0.02846,0.85705,0.02567,0.51381,0.00974,-0.01127,0.59113,
1403636864151666432,-0.00013,-0.08994,0.21520,-0.02142,0.85267,0.03059,0.52111,0.03825,-0.01525,0.72881,
1403636864251666432,0.00369,-0.08904,0.28822,-0.01529,0.84863,0.03070,0.52787,0.04079,0.01802,0.70184,
1403636864351666432,0.00701,-0.08565,0.35442,-0.01696,0.84590,0.03006,0.53222,0.03039,0.03524,0.62118,
1403636864451666688,0.01008,-0.08269,0.41160,-0.01814,0.83917,0.02488,0.54300,0.03923,0.03042,0.52706,
1403636864551666432,0.01303,-0.07971,0.45329,-0.02362,0.82721,0.01668,0.56114,0.03279,0.03945,0.29470,
1403636864651666432,0.01447,-0.07840,0.46671,-0.02228,0.81792,0.01531,0.57469,0.00283,0.00506,-0.04376,
1403636864751666432,0.01388,-0.07914,0.44667,-0.01410,0.81706,0.02112,0.57599,-0.01632,-0.00385,-0.36234,
1403636864851666432,0.01319,-0.07886,0.40000,-0.01183,0.82183,0.02435,0.56910,-0.01686,0.01421,-0.56193,
1403636864951666688,0.01337,-0.07893,0.34116,-0.00800,0.82758,0.02391,0.56078,-0.00143,-0.00200,-0.61290,
1403636865051666432,0.01369,-0.07981,0.27852,-0.00359,0.83440,0.02358,0.55064,-0.01411,0.00102,-0.62586,
1403636865151666432,0.01491,-0.08016,0.21863,-0.01066,0.84109,0.01786,0.54049,-0.00504,0.01552,-0.56304,
1403636865251666432,0.01478,-0.07958,0.16887,-0.02783,0.84501,0.01006,0.53394,-0.01645,0.00244,-0.42878,
1403636865351666432,0.01426,-0.08033,0.13397,-0.03377,0.84598,0.00665,0.53211,0.00104,-0.00805,-0.27182,
1403636865451666688,0.01447,-0.08054,0.11652,-0.02907,0.84855,0.01084,0.52821,0.01026,-0.00440,-0.06788,
1403636865551666432,0.01542,-0.08018,0.12446,-0.02248,0.85460,0.01758,0.51850,0.01417,0.00848,0.21832,
1403636865651666432,0.01614,-0.07660,0.16086,-0.02366,0.85763,0.02140,0.51327,0.00092,0.04508,0.46839,
1403636865751666432,0.01695,-0.07170,0.21637,-0.02732,0.85356,0.02268,0.51978,0.02077,0.04498,0.61590,
1403636865851666432,0.01960,-0.06827,0.28199,-0.02986,0.84523,0.02067,0.53316,0.04008,0.02334,0.68451,
1403636865951666688,0.02204,-0.06618,0.35093,-0.03347,0.83323,0.01789,0.55162,0.02462,0.01498,0.69001,
1403636866051666432,0.02272,-0.06485,0.41709,-0.03460,0.81772,0.01390,0.57441,-0.00104,0.00562,0.62071,
1403636866151666432,0.02122,-0.06446,0.47108,-0.03106,0.80392,0.01294,0.59379,-0.02663,-0.00569,0.43162,
1403636866251666432,0.01771,-0.06470,0.49929,-0.02674,0.79841,0.01426,0.60135,-0.02760,-0.00720,0.11822,
1403636866351666432,0.01539,-0.06491,0.49519,-0.01869,0.80195,0.01557,0.59689,-0.01020,-0.00520,-0.19967,
1403636866451666688,0.01612,-0.06532,0.46322,-0.01307,0.80903,0.01698,0.58738,0.00193,-0.00115,-0.45296,
1403636866551666432,0.01697,-0.06700,0.41084,-0.01044,0.81541,0.01866,0.57849,0.00501,-0.02402,-0.58025,
1403636866651666432,0.01805,-0.07176,0.35435,-0.00628,0.82245,0.01848,0.56851,-0.00724,-0.05024,-0.54124,
1403636866751666432,0.01582,-0.07739,0.30691,-0.00594,0.82924,0.02064,0.55848,-0.05403,-0.04081,-0.42561,
1403636866851666432,0.00959,-0.08070,0.26942,-0.01434,0.83476,0.02423,0.54990,-0.07200,-0.01465,-0.35677,
1403636866951666688,0.00277,-0.08183,0.23780,-0.02678,0.84282,0.02467,0.53696,-0.07423,-0.00484,-0.28023,
1403636867051666432,-0.00383,-0.08327,0.21568,-0.03013,0.85060,0.02339,0.52443,-0.05997,-0.00855,-0.16431,
1403636867151666432,-0.01118,-0.08304,0.20429,-0.03316,0.85514,0.02444,0.51675,-0.08786,-0.00199,-0.07235,
1403636867251666432,-0.02146,-0.08145,0.20082,-0.04284,0.85757,0.03022,0.51169,-0.09688,0.00893,-0.00882,
1403636867351666432,-0.02970,-0.08102,0.20316,-0.04812,0.86018,0.03422,0.50656,-0.06689,-0.00716,0.04097,
1403636867451666688,-0.03681,-0.08085,0.20912,-0.04522,0.86479,0.03562,0.49883,-0.06955,0.00057,0.06634,
1403636867551666432,-0.04493,-0.08041,0.21380,-0.03906,0.87513,0.03777,0.48082,-0.08829,-0.01023,0.01792,
1403636867651666432,-0.05431,-0.08100,0.21281,-0.03611,0.89508,0.04012,0.44263,-0.10374,-0.00448,-0.04138,
1403636867751666432,-0.06454,-0.08174,0.20746,-0.03513,0.92051,0.03874,0.38719,-0.10676,-0.01620,-0.06177,
1403636867851666432,-0.07178,-0.08387,0.20334,-0.03063,0.93960,0.03374,0.33922,-0.04936,-0.01671,-0.02183,
1403636867951666688,-0.07321,-0.08408,0.20473,-0.02958,0.94561,0.02803,0.32273,0.00418,0.01239,0.03791,
